provider_id,provider_name,provider_type,specialty,cedula_profesional,tax_id,street_address,city,state,zip_code,phone,email,network_tier,contract_start_date,contract_end_date,is_accepting_patients,quality_rating
PRV00530,Dr. Elisa Portillo Ramón,Individual,Psychiatry,56637458,AONX13021841X,"Diagonal Tlaxcala 239 Edif. 717 , Depto. 969",Nueva Singapur,COAH,30664-0004,(244)553-5701x8179,,Out of Network,2017-04-16,2020-04-15,True,4.0
PRV00531,Dr. Benito Bermúdez Cardenas,Individual,Dermatology,81529364,ZELH340612E1B,Viaducto Valdés 659 805,Guadalajara,JAL,31893-7881,(676)110-2686,de-la-osofia@example.net,Out of Network,2016-09-23,2019-09-23,False,4.1
PRV00532,Barela S.C. - San Mateo de la Montaña,Clinic,Walk-in Clinic,,WIBQ45091947Q,Circunvalación Chad 235 Interior 009,San Mateo de la Montaña,SIN,08569-5151,045-700-6853x106,,Tier 2 - Standard,2020-02-14,2023-02-13,True,3.9
PRV00533,Escamilla-Sosa S. R.L. de C.V. - Vieja Nicaragua,Imaging Center,CT Scan Center,,AEZH900312IG5,"Prolongación Belice 224 Edif. 934 , Depto. 263",Vieja Nicaragua,AGS,66163-9243,531-124-0279,elena71@example.com,Tier 2 - Standard,2018-11-20,2021-11-19,True,4.4
PRV00534,Briones y Berríos S.A. de C.V. - Nueva Nueva Zelandia,Clinic,Walk-in Clinic,,VOEI5607152EN,Andador Sandoval 026 739,Nueva Nueva Zelandia,TAB,93123,+93(2)7961145233,,Tier 1 - Preferred,2023-09-05,2027-09-04,True,
PRV00535,Proyectos Concepción-Maestas - Coyoacán,Laboratory,Clinical Laboratory,,LAFZ8203283DT,Eje vial Sisneros 699 067,Coyoacán,CDMX,72096-5026,1-289-623-2425,,Tier 2 - Standard,2022-05-25,2024-05-24,True,3.2
PRV00536,Mejía S. R.L. de C.V. - Nueva Belice,Imaging Center,Diagnostic Imaging,,JUAY140211IHL,Circuito Norte Cordero 844 220,Nueva Belice,CAMP,44170,402.544.8943,hildaarevalo@example.net,Out of Network,2015-10-12,2020-10-10,True,3.7
PRV00537,Dr. Rolando Centeno Camarillo,Individual,Oncology,71700766,DEWZ480704YMM,Peatonal Norte Quezada 345 Interior 933,Vieja Líbano,GRO,51883,128-690-3386x62401,yroybal@example.net,Tier 1 - Preferred,2024-02-03,2028-02-02,True,
PRV00538,Dr. Homero Polanco Caldera,Individual,Cardiology,99866983,PIDW591020PFO,Pasaje Sur Ávila 123 Interior 435,San Verónica los altos,HGO,47179-1449,(514)889-8029,franciscaprieto@example.com,Tier 1 - Preferred,2020-03-20,2025-03-19,False,4.6
PRV00539,Collado S. R.L. de C.V. - San Delia los altos,Hospital,Women's Hospital,,SUIS340907S5S,"Cerrada Carreón 847 Edif. 866 , Depto. 796",San Delia los altos,SIN,06330-3349,1-834-334-2818x921,jaimezayas@example.net,Tier 2 - Standard,2021-05-14,2024-05-13,True,3.6
PRV00540,Dr. Luis Chávez Muro,Individual,Psychiatry,34186944,GIMC230202EMS,"Ampliación Trinidad y Tabago 149 Edif. 230 , Depto. 337",Puebla,PUE,03982,597.730.1837x4270,luis-manuelhurtado@example.org,Tier 2 - Standard,2017-05-19,2020-05-18,True,4.5
PRV00541,Proyectos Vaca y Alva - San Dolores de la Montaña,Clinic,Multi-Specialty Clinic,,YUQK4804227VJ,Eje vial Aguascalientes 064 Interior 049,San Dolores de la Montaña,TAB,32517,1-580-132-9000x7299,ralcaraz@example.com,Tier 1 - Preferred,2020-11-26,2021-11-26,True,
PRV00542,Dr. Jaime Páez Leiva,Individual,Endocrinology,73245840,ZAOO700109XN3,Viaducto Norte Gálvez 745 Interior 321,Vieja Senegal,GRO,13291-9189,329.339.9914x20514,bernabeelizondo@example.org,Tier 1 - Preferred,2021-08-20,2025-08-19,True,4.7
PRV00543,Guillen-Barrera e Hijos - Nueva Guatemala,Imaging Center,CT Scan Center,,OUKR1601229LD,"Continuación Zúñiga 497 Edif. 559 , Depto. 110",Nueva Guatemala,NAY,52816-8227,402.025.1008,,Tier 1 - Preferred,2018-07-27,2023-07-26,True,
PRV00544,Dr. Pascual Armendáriz Rael,Individual,Psychiatry,56205515,OUNL290204LQI,Andador República Dominicana 952 616,San José Manuél de la Montaña,MICH,51437,161-054-8674,dolores72@example.com,Tier 1 - Preferred,2019-05-28,2022-05-27,True,
PRV00545,Dr. Gilberto Márquez Cardenas,Individual,Radiology,52467466,GAVW070810G61,Corredor Serbia 963 Interior 247,San Ariadna los bajos,HGO,02047-0465,(101)792-0693,pedroguillen@example.com,Tier 2 - Standard,2019-03-13,2020-03-12,False,4.4
PRV00546,Dr. Virginia Ortega Cardenas,Individual,Internal Medicine,37591508,XEAK8602230IO,Ampliación Albania 090 814,Puebla,PUE,00707,830.432.0279x557,cquintana@example.com,Tier 1 - Preferred,2019-09-18,2020-09-17,True,4.3
PRV00547,"Club Correa, Calvillo y Valle - Guanajuato",Clinic,Walk-in Clinic,,AANR981030CTW,Avenida Norte Urías 927 Interior 869,Guanajuato,GTO,32977,+11(5)1609787878,,Tier 1 - Preferred,2022-04-11,2023-04-11,True,4.7
PRV00548,Dr. Ramiro Leyva Vera,Individual,Ophthalmology,61175381,EIBW751025DNP,"Boulevard Cabo Verde 247 Edif. 495 , Depto. 448",Apodaca,NL,30334,07402112548,marcela17@example.com,Tier 2 - Standard,2021-05-17,2025-05-16,True,3.3
PRV00549,"Magaña, Miramontes y Rosales - Nueva Togo",Clinic,Multi-Specialty Clinic,,VAIE09071556L,Cerrada Santo Tomé y Príncipe 731 Interior 439,Nueva Togo,NAY,53764,300-657-9709x202,gdavila@example.net,Tier 2 - Standard,2015-11-21,2016-11-20,False,3.3
PRV00550,Dr. Miriam Adame Bustos,Individual,Orthopedics,42684430,CAES640212DVW,Corredor Negrete 457 Interior 127,Nueva Kazajstán,CAMP,79627-5370,+38(5)8956553291,lucasenriquez@example.net,Tier 2 - Standard,2018-03-25,2022-03-24,True,3.1
PRV00551,Dr. Agustín Pulido Peres,Individual,Pediatrics,87459831,LEXT910531SHQ,"Privada Sur Briones 003 Edif. 032 , Depto. 607",San Rodrigo de la Montaña,GRO,22586,495-842-8792,pizarroesperanza@example.com,Out of Network,2023-07-06,2027-07-05,True,4.2
PRV00552,Dr. Lilia Cardona Alarcón,Individual,Oncology,70133507,IOOV410624KTW,"Diagonal Norte Bahena 653 Edif. 559 , Depto. 709",San Héctor los altos,CAMP,63616-4215,1-119-830-6728x039,,Tier 1 - Preferred,2020-11-22,2021-11-22,True,
PRV00553,Dr. Francisco Javier Soliz Rolón,Individual,OB/GYN,16325452,ZOOH8412048BX,Calle Norte Montemayor 580 740,San Pascual de la Montaña,TAB,40321,092.846.6801x3978,,Tier 1 - Preferred,2022-08-17,2024-08-16,True,3.3
PRV00554,Tirado A.C. - Mexicali,Laboratory,Clinical Laboratory,,ZORD49012467M,Privada Estonia 912 Interior 883,Mexicali,BC,74658,599.737.3516x7749,,Out of Network,2021-01-09,2022-01-09,True,
PRV00555,Dr. José María Bustamante Gamez,Individual,Orthopedics,12633501,JOFI2412148RI,"Calzada Norte Monroy 834 Edif. 662 , Depto. 430",Nueva Togo,HGO,58598,1-844-371-7819x20183,,Out of Network,2022-09-19,2025-09-18,True,4.3
PRV00556,Dr. Joaquín Arroyo Ramos,Individual,Psychiatry,26563915,WIYH320603WA4,Ampliación Nayarit 054 898,Vieja Niger,ZAC,44053,022.542.9764x64989,jmontenegro@example.com,Tier 2 - Standard,2018-09-03,2023-09-02,True,4.8
PRV00557,Dr. Oswaldo Arenas Arenas,Individual,Internal Medicine,49919932,GOXL1112225J6,Calzada Sur Valverde 373 Interior 760,Nueva Congo,SLP,48360,419-475-8766,raul59@example.com,Tier 2 - Standard,2020-07-05,2022-07-05,True,4.4
PRV00558,Ramón-Toro - Celaya,Clinic,Multi-Specialty Clinic,,CIBY471129IJU,"Calzada Cardona 973 Edif. 549 , Depto. 312",Celaya,GTO,44429,044.223.4444x695,ruelasmaria-elena@example.net,Tier 2 - Standard,2020-09-28,2021-09-28,True,
PRV00559,Dr. Augusto Tafoya Zayas,Individual,Emergency Medicine,32525069,YEYL17011349Z,Prolongación Sri Lanka 381 Interior 378,San Jorge los bajos,MICH,90698,1-412-845-6354x0256,hugo04@example.org,Tier 1 - Preferred,2023-07-12,2025-07-11,True,3.9
PRV00560,Dr. Alfredo Marroquín Alcaraz,Individual,Infectious Disease,71326328,JECY080622E0R,"Continuación Zelaya 806 Edif. 790 , Depto. 706",Coyoacán,CDMX,93485,063-780-2217x68919,,Out of Network,2020-11-01,2024-10-31,True,
PRV00561,Aponte S.C. - Vieja Kenya,Clinic,Urgent Care Clinic,,CUBT360828KOK,"Ampliación Perú 972 Edif. 605 , Depto. 929",Vieja Kenya,SIN,58524-7311,092-580-5284x1556,espinosabenito@example.net,Tier 2 - Standard,2021-01-19,2023-01-19,True,
PRV00562,Hidalgo-Fajardo - San Aurelio de la Montaña,Hospital,Children's Hospital,,XEJZ531023UOD,Retorno Norte Alarcón 017 Interior 046,San Aurelio de la Montaña,ZAC,59637,552.993.8209x017,,Tier 2 - Standard,2023-10-22,2026-10-21,False,3.7
PRV00563,Dr. Anabel Reyes Jaime,Individual,Infectious Disease,31214485,RIFE100429MDE,Viaducto Sur Ruiz 452 028,Coyoacán,CDMX,46877,154-749-6229x41278,,Tier 2 - Standard,2019-12-06,2023-12-05,True,
PRV00564,Dr. Adán Aranda Quintero,Individual,Family Medicine,16673348,AUJM120106L17,"Corredor Sur Maya 606 Edif. 881 , Depto. 035",Vieja Irlanda,SIN,96969-2516,(591)983-4905x3460,,Out of Network,2016-01-10,2021-01-08,True,
PRV00565,Dr. Luisa Adame Rolón,Individual,Radiology,60047470,TIYF030710FA7,Avenida Guerrero 954 944,Vieja Israel,GRO,23874-0764,1-171-095-3586,eaguilera@example.com,Tier 2 - Standard,2018-04-23,2020-04-22,True,4.7
PRV00566,Dr. Rosario Almonte Calderón,Individual,Pediatrics,40619895,AOPR690509KRA,Viaducto Sur Carrera 423 067,Nueva Ucrania,NAY,50878-8283,247.287.9451x63184,ibaeza@example.com,Tier 2 - Standard,2019-03-06,2023-03-05,True,
PRV00567,Dr. Juan Alcala Miranda,Individual,Gastroenterology,84188499,JARF120808SIB,Cerrada Mena 665 Interior 288,Nueva Túnez,TLAX,85505,495.972.0287,,Tier 2 - Standard,2023-07-02,2026-07-01,True,3.0
PRV00568,Dr. Paola Carmona Blanco,Individual,Gastroenterology,82328085,TILR200227T2J,Eje vial Sur Solorzano 980 Interior 079,San Julia de la Montaña,SLP,79347-3745,+69(6)9048541177,,Tier 1 - Preferred,2022-05-30,2026-05-29,True,3.7
PRV00569,Dr. Bianca Carrero Romo,Individual,Gastroenterology,73429883,IOPF400409WJ7,"Andador Norte Arroyo 978 Edif. 115 , Depto. 032",Guanajuato,GTO,73271,370.852.3366x1412,tomas11@example.com,Tier 2 - Standard,2023-02-10,2026-02-09,True,4.2
PRV00570,Dr. Ricardo Roldán Cisneros,Individual,Infectious Disease,29655693,AUKA451115AQX,"Avenida Sur Jasso 769 Edif. 053 , Depto. 861",San Mario de la Montaña,CHIS,97059,07777320007,rosalia54@example.org,Tier 1 - Preferred,2015-08-06,2020-08-04,True,4.3
PRV00571,Dr. Wilfrido Palomino Rodrígez,Individual,Oncology,45344181,IUVN200215MBY,"Callejón Singapur 634 Edif. 713 , Depto. 113",Progreso,YUC,96235-0050,(984)143-2730,gaytanangel@example.org,Tier 1 - Preferred,2019-02-05,2022-02-04,True,4.0
PRV00572,Cisneros S.C. - Nueva Albania,Hospital,General Hospital,,WAVZ4303059KQ,Calle Yucatán 266 732,Nueva Albania,DGO,75270,1-652-226-6731x567,sergioalcantar@example.com,Tier 2 - Standard,2018-03-12,2019-03-12,True,4.2
PRV00573,Dr. Víctor Soto Echeverría,Individual,Internal Medicine,37486038,ZAIN770815J0H,"Prolongación Benin 599 Edif. 624 , Depto. 338",San María Luisa los altos,HGO,56549,1-408-144-3482x59293,acostaeugenio@example.net,Tier 2 - Standard,2015-12-19,2018-12-18,True,4.2
PRV00574,Club Niño-Longoria - San Esparta los bajos,Laboratory,Clinical Laboratory,,DORK1209267G6,Diagonal Madera 708 826,San Esparta los bajos,BCS,57768-5077,237.391.8245,,Tier 2 - Standard,2022-05-05,2026-05-04,True,4.9
PRV00575,Dr. Ángel Fierro Aguayo,Individual,Pediatrics,71908759,UIWX310504XT9,"Circuito Norte Villalobos 115 Edif. 960 , Depto. 671",San Mitzy los bajos,TLAX,49970-5817,(694)817-3220,alarconjose-luis@example.net,Tier 1 - Preferred,2021-05-31,2024-05-30,True,
PRV00576,Proyectos Alemán-Partida - Vieja República de Corea,Clinic,Walk-in Clinic,,GUAM730113SDZ,Circunvalación Norte Rodarte 063 277,Vieja República de Corea,QROO,43752-5474,125.681.2768x8448,mlugo@example.com,Tier 1 - Preferred,2021-01-16,2025-01-15,True,3.2
PRV00577,Dr. Raquel Noriega de la Rosa,Individual,Radiology,37021362,HAUM310720CUG,"Cerrada Vigil 934 Edif. 100 , Depto. 057",Vieja Congo,COL,67101-9310,01666069560,ttamayo@example.org,Tier 2 - Standard,2017-10-12,2022-10-11,True,3.1
PRV00578,Dr. Patricia Gastélum Tórrez,Individual,Oncology,60055326,DIKG3109120H2,Corredor Sur Casárez 412 175,San Yuridia los altos,OAX,29025,080.603.9572,,Out of Network,2018-05-16,2022-05-15,True,
PRV00579,Pedraza y Melgar S. R.L. de C.V. - San Abel los altos,Clinic,Multi-Specialty Clinic,,TUUJ170221STE,Periférico Mauricio 701 Interior 857,San Abel los altos,CHIS,94952,435-443-6247x3396,jreynoso@example.org,Tier 2 - Standard,2017-12-18,2018-12-18,True,
PRV00580,Dr. Verónica Espinal Ceballos,Individual,Ophthalmology,33615525,GATF550104S7Y,"Corredor Gallegos 564 Edif. 639 , Depto. 846",Nueva Palau,MICH,81857-4751,1-906-583-4964,,Tier 1 - Preferred,2023-07-09,2027-07-08,True,3.7
PRV00581,Dr. Zacarías Villarreal Menéndez,Individual,Psychiatry,16739905,GEPJ180113RKO,Andador Michoacán de Ocampo 674 Interior 348,Nezahualcóyotl,MEX,76573,1-888-464-3239x855,dmorales@example.org,Out of Network,2019-03-11,2021-03-10,True,3.2
PRV00582,Rael-López - San Lorenzo los bajos,Laboratory,Pathology Lab,,LAVA650917F88,"Avenida Islas Marshall 455 Edif. 307 , Depto. 594",San Lorenzo los bajos,OAX,18262,981.507.4566,nzarate@example.net,Tier 1 - Preferred,2022-04-20,2026-04-19,True,3.9
PRV00583,Dr. Jorge Luis Urbina Barragán,Individual,Pediatrics,23951787,LUUB2605229DR,Privada Ibarra 970 114,Vieja Argelia,BCS,64333,844-691-0968x39549,,Tier 2 - Standard,2019-04-02,2022-04-01,True,
PRV00584,Dr. Ramiro Ureña Valenzuela,Individual,Orthopedics,63194498,XEKJ061221TUQ,Corredor Leyva 246 599,San Ricardo los altos,CHIH,13592,356-724-9134x56305,natalia72@example.net,Out of Network,2018-03-14,2021-03-13,True,
PRV00585,Dr. Indira Alcaraz Linares,Individual,Internal Medicine,28704846,SESK250705K6T,"Avenida Norte Navarrete 229 Edif. 619 , Depto. 861",Vieja República Federal Democrática de Nepal,DGO,24855-5257,566.417.6157x731,guillermina91@example.org,Out of Network,2024-03-31,2028-03-30,True,
PRV00586,Anguiano-Zarate - San Cristobal los bajos,Hospital,Specialty Hospital,,BAEO090330SZN,Pasaje Eritrea 142 Interior 829,San Cristobal los bajos,SIN,49106-3438,1-218-795-1476x56359,,Tier 2 - Standard,2017-12-22,2020-12-21,True,3.4
PRV00587,Dr. Nancy Peña de la Fuente,Individual,Psychiatry,86174907,PABP581013OEK,Pasaje Distrito Federal 355 Interior 940,San Marisela los altos,MICH,63244,879-308-0494,posorio@example.com,Tier 1 - Preferred,2023-05-12,2028-05-10,True,3.8
PRV00588,Proyectos Paredes y Escamilla - Progreso,Pharmacy,Retail Pharmacy,,TUQN600829VZT,Eje vial Querétaro 350 671,Progreso,YUC,65324-3563,05718132430,,Tier 2 - Standard,2019-06-09,2023-06-08,True,3.9
PRV00589,Dr. Roberto Jaimes Rivero,Individual,Infectious Disease,20164528,NOBN7908292R6,"Calle Carrero 356 Edif. 467 , Depto. 901",Nueva República Democrática del Congo,COAH,85132,03969892101,,Tier 1 - Preferred,2018-11-18,2022-11-17,False,
PRV00590,Grupo Pichardo-Terrazas - Vieja Camboya,Hospital,Women's Hospital,,QAOK56122433J,"Periférico Portugal 402 Edif. 855 , Depto. 951",Vieja Camboya,SIN,64013-1740,(262)750-0864,eloisaurena@example.net,Tier 2 - Standard,2022-01-24,2024-01-24,True,
PRV00591,Téllez A.C. - Nueva Guinea,Hospital,Women's Hospital,,COTS800914M1W,"Callejón Norte Salgado 777 Edif. 844 , Depto. 540",Nueva Guinea,OAX,47258-9266,257.821.2336,estelapina@example.org,Out of Network,2018-06-10,2020-06-09,True,
PRV00592,Proyectos Adame y Madrigal - Nueva Haití,Laboratory,Clinical Laboratory,,YEWB780228VW9,Calzada Coahuila de Zaragoza 794 Interior 108,Nueva Haití,SON,60046,1-759-132-3353x14955,victoria17@example.net,Tier 2 - Standard,2019-10-04,2023-10-03,True,3.5
PRV00593,Grupo Serrato y Castañeda - Tlalpan,Clinic,Walk-in Clinic,,NUWM290904CI0,Corredor Chiapas 161 259,Tlalpan,CDMX,83083-7682,986-079-4140x4886,rafael64@example.net,Tier 1 - Preferred,2016-12-22,2021-12-21,True,
PRV00594,Dr. Abelardo Almaraz Valadez,Individual,Infectious Disease,98901260,COKA931217YF5,"Ampliación Sur Adame 772 Edif. 791 , Depto. 378",Puebla,PUE,13941-5313,422.258.0673x66979,,Tier 2 - Standard,2019-03-27,2023-03-26,True,3.5
PRV00595,Dr. Rubén Ortega Venegas,Individual,Infectious Disease,69013285,LEZU710117HW5,Periférico Sur Grijalva 906 Interior 714,San Martín Texmelucan,PUE,09690-7705,+29(1)2952691101,homeromendez@example.com,Tier 2 - Standard,2023-01-28,2027-01-27,True,3.4
PRV00596,Corporacin Olmos y Solís - San Amador los altos,Laboratory,Clinical Laboratory,,LATX110427U9N,Avenida Sur Pedraza 606 888,San Amador los altos,SIN,85349,153.010.9540x55210,reinabarreto@example.org,Tier 1 - Preferred,2020-11-06,2022-11-06,True,
PRV00597,"Proyectos Loya, Reynoso y Monroy - San Benjamín los bajos",Laboratory,Clinical Laboratory,,TEBV490826TJL,"Retorno Gil 166 Edif. 752 , Depto. 154",San Benjamín los bajos,TAB,29187,1-178-836-9336x45896,,Tier 1 - Preferred,2021-03-03,2025-03-02,True,4.7
PRV00598,"Proyectos Gastélum, Valentín y Nájera - San Verónica los altos",Hospital,Specialty Hospital,,KOVX370930LOO,Circunvalación República Árabe Siria 607 457,San Verónica los altos,DGO,37769,(278)608-1498x2200,laura75@example.net,Tier 2 - Standard,2023-03-17,2027-03-16,True,4.2
PRV00599,Dr. Benjamín Llamas Holguín,Individual,Rheumatology,60264897,XOZD0911267DN,Ampliación Dinamarca 030 230,Nueva Gambia,CHIH,85596,1-681-309-9207x0772,ruizcynthia@example.com,Tier 1 - Preferred,2019-01-19,2023-01-18,True,3.6
PRV00600,Dr. Ramón Iglesias Arias,Individual,Neurology,17529018,NUDK221101FEZ,Periférico Palomo 304 Interior 494,Vieja Grecia,CHIS,63920,01241651354,usalcedo@example.net,Tier 2 - Standard,2019-04-07,2021-04-06,False,
PRV00601,Proyectos Gamez y Espino - San Ricardo los bajos,Hospital,Cardiac Center,,NOLP4201157XE,Andador Nájera 157 Interior 976,San Ricardo los bajos,SON,11655,(191)143-0070,saucedaleonardo@example.com,Tier 2 - Standard,2020-03-16,2025-03-15,True,4.5
PRV00602,Lovato y Gómez S.C. - Vieja India,Laboratory,Clinical Laboratory,,NICA950413XBX,Circunvalación Norte Samaniego 294 663,Vieja India,BCS,32105,00402328430,,Tier 1 - Preferred,2019-07-08,2020-07-07,True,4.1
PRV00603,Dr. Salma Garza Lemus,Individual,Infectious Disease,03107479,BOIF221019DHL,"Circunvalación Guerrero 961 Edif. 742 , Depto. 653",San Andrea los altos,SIN,20435-2079,+46(9)1988817249,sepulvedaaldonza@example.net,Tier 1 - Preferred,2024-02-14,2027-02-13,True,4.6
PRV00604,Laboratorios Zarate y Mesa - San Elias los altos,Pharmacy,Retail Pharmacy,,DUMU830812KNL,Callejón Sur Ulibarri 866 Interior 156,San Elias los altos,TAMPS,93791-8766,848-294-3010,qponce@example.net,Tier 1 - Preferred,2016-04-11,2020-04-10,True,3.8
PRV00605,Corporacin Gamboa-Cardenas - Xalapa,Hospital,Specialty Hospital,,NUYW990405AQS,Circunvalación Sur Cruz 159 Interior 647,Xalapa,VER,01595,356.385.4598x26307,ivanlozano@example.com,Out of Network,2021-10-25,2024-10-24,True,3.9
PRV00606,Dr. Felix Viera Montemayor,Individual,Emergency Medicine,72093624,ZITN8604211CO,"Eje vial Tirado 786 Edif. 646 , Depto. 363",San Esparta los altos,OAX,03413-0537,837.354.5164x68213,vvillasenor@example.com,Out of Network,2023-12-20,2028-12-18,True,3.4
PRV00607,Dr. Zoé Amador Llamas,Individual,Gastroenterology,10283275,QIJN0409269B3,"Calle Trinidad y Tabago 789 Edif. 572 , Depto. 394",Vieja Andorra,TAMPS,30901-4704,454.622.8711x358,cballesteros@example.com,Out of Network,2023-05-18,2025-05-17,True,3.8
PRV00608,Proyectos Mayorga-Yáñez - San Sara de la Montaña,Clinic,Walk-in Clinic,,OAWG940712L8N,"Continuación Mauricio 348 Edif. 124 , Depto. 554",San Sara de la Montaña,OAX,51986,986.653.5109x582,,Tier 1 - Preferred,2018-11-29,2022-11-28,True,3.3
PRV00609,"Rincón, Centeno y Armendáriz - San Agustín los bajos",Hospital,Specialty Hospital,,EUOM800330Y8S,Calzada Tamaulipas 099 Interior 786,San Agustín los bajos,DGO,73798-1343,(090)745-0523,,Tier 1 - Preferred,2018-12-12,2022-12-11,False,3.6
PRV00610,Dr. Luz Bañuelos Castillo,Individual,Pediatrics,47152338,DIKF190723BFM,Prolongación Michoacán de Ocampo 610 828,Vieja República Democrática Popular Lao,MOR,95324-7726,1-581-405-7492x40803,ivonne39@example.org,Out of Network,2023-03-26,2025-03-25,True,
PRV00611,Grupo Durán y Feliciano - Vieja Nigeria,Pharmacy,Retail Pharmacy,,FANO410823JAI,"Avenida Chiapas 113 Edif. 824 , Depto. 463",Vieja Nigeria,SLP,07802,200.031.1733x979,umelendez@example.org,Tier 2 - Standard,2023-01-29,2028-01-28,True,4.3
PRV00612,Dr. Arcelia Vanegas Rolón,Individual,Psychiatry,38475998,ZEQF270922WHT,"Boulevard Norte Varela 870 Edif. 636 , Depto. 131",Vieja Chad,MOR,79011,1-597-846-9781x9025,guadalupe47@example.com,Tier 2 - Standard,2021-03-13,2022-03-13,True,3.4
PRV00613,Avilés S.C. - Nueva Hungría,Clinic,Urgent Care Clinic,,WEPY2208026IG,Corredor Norte Padilla 588 628,Nueva Hungría,HGO,76201,867.655.3034,esmeralda06@example.org,Out of Network,2023-12-17,2028-12-15,True,
PRV00614,Montoya-Amaya - Vieja Burundi,Hospital,Children's Hospital,,UAVP401224E0R,Corredor Tabasco 772 805,Vieja Burundi,GRO,54016,(536)985-8404,gsierra@example.org,Tier 1 - Preferred,2017-04-27,2018-04-27,True,3.5
PRV00615,Dr. Esmeralda Peres Quintero,Individual,Dermatology,89789521,GEEQ020924CQ5,"Circuito Coahuila de Zaragoza 061 Edif. 763 , Depto. 955",Vieja República Federal Democrática de Nepal,CHIH,36531-9414,1-758-571-7512x759,mvaca@example.org,Out of Network,2024-02-13,2025-02-12,True,4.1
PRV00616,Rosales y Becerra S.A. - Vieja República de Moldova,Laboratory,Diagnostic Lab,,NISB660502HCW,"Ampliación Guanajuato 364 Edif. 251 , Depto. 724",Vieja República de Moldova,COAH,61525-0128,312.798.5112x24299,,Tier 2 - Standard,2016-06-29,2018-06-29,True,
PRV00617,Dr. Aida Barajas Tello,Individual,Family Medicine,82799809,YUDB750215GNV,Boulevard Querétaro 793 964,San Irene de la Montaña,MOR,88717,01126504542,nvelazquez@example.com,Tier 2 - Standard,2015-12-22,2020-12-20,True,4.3
PRV00618,Dr. Gregorio Urbina Alvarado,Individual,Emergency Medicine,51513758,AEQQ500116SBA,"Circunvalación Letonia 008 Edif. 896 , Depto. 678",Mérida,YUC,42770,049.978.9489x440,evalles@example.org,Out of Network,2022-02-22,2026-02-21,True,
PRV00619,"Industrias Carvajal, Campos y Lira - San Martín Texmelucan",Hospital,Children's Hospital,,NEHK530601E77,Peatonal Tirado 810 Interior 502,San Martín Texmelucan,PUE,59552,1-759-940-7528,,Tier 1 - Preferred,2017-12-17,2020-12-16,True,4.4
PRV00620,Dr. Trinidad Zamudio Pantoja,Individual,OB/GYN,16397416,COSA201126WN7,Boulevard Ruiz 399 Interior 507,Vieja Trinidad y Tabago,TLAX,38781-8473,03134924988,,Out of Network,2016-02-26,2017-02-25,True,4.3
PRV00621,Dr. Arturo Avilés Soliz,Individual,Orthopedics,57841403,CUGN241215XA0,Callejón Eslovenia 893 074,Nueva Barbados,NAY,40405,759.999.6895x504,,Tier 2 - Standard,2015-09-05,2019-09-04,True,3.8
PRV00622,Dr. Aurora Lerma Juárez,Individual,Orthopedics,91679838,GECT9312087AK,"Viaducto Haro 802 Edif. 380 , Depto. 577",Querétaro,QRO,25104-3985,1-696-177-8543,duenaselena@example.com,Tier 2 - Standard,2015-08-25,2019-08-24,True,
PRV00623,Ybarra-Feliciano e Hijos - San Emiliano los altos,Laboratory,Pathology Lab,,IEKB830301QX9,"Corredor Almonte 801 Edif. 528 , Depto. 498",San Emiliano los altos,TLAX,80433-4658,041.749.8510x3966,ramon52@example.net,Tier 1 - Preferred,2015-08-03,2018-08-02,True,4.0
PRV00624,"Club Negrón, Juárez y Lira - Celaya",Clinic,Urgent Care Clinic,,IUNF570929MGY,"Ampliación Norte Valle 831 Edif. 568 , Depto. 992",Celaya,GTO,06420,(107)015-2762,mariselalemus@example.org,Out of Network,2016-11-19,2021-11-18,True,
PRV00625,Dr. Adán Frías Manzanares,Individual,Emergency Medicine,87330520,RUVF761228BEY,Calzada Países Bajos 250 469,Mérida,YUC,70238,00619946249,,Tier 2 - Standard,2016-08-20,2018-08-20,True,3.4
PRV00626,Dr. Antonio Garza Delgadillo,Individual,Pediatrics,91064042,KEOW1505016LT,Boulevard Tapia 587 Interior 007,San Modesto los bajos,CHIS,22437,(652)123-3675x1929,roqueluisa@example.org,Tier 1 - Preferred,2022-10-12,2025-10-11,True,4.7
PRV00627,Dr. Esperanza Sepúlveda Madrigal,Individual,Family Medicine,95440172,DOTB170728F9Z,Retorno Albania 872 827,Nueva Lituania,MOR,29988-5909,976.979.4456x6080,zaranda@example.org,Tier 1 - Preferred,2024-04-03,2028-04-02,False,
PRV00628,Dr. Blanca Prado Vargas,Individual,Family Medicine,03287798,WEVO511006I4O,Peatonal Sanabria 370 Interior 344,Guadalajara,JAL,58540-7680,03528455642,carla75@example.org,Tier 2 - Standard,2022-09-11,2023-09-11,True,
PRV00629,Galván y Alonzo S. R.L. de C.V. - Querétaro,Clinic,Urgent Care Clinic,,XAJJ940226W3Y,Continuación Norte Cordero 792 Interior 631,Querétaro,QRO,26489-2695,1-711-983-6585,gpartida@example.com,Out of Network,2016-10-07,2020-10-06,True,4.0
PRV00630,Mateo-Castro - San Liliana de la Montaña,Laboratory,Diagnostic Lab,,KEDV211123NV6,"Pasaje Sur Valdez 723 Edif. 853 , Depto. 368",San Liliana de la Montaña,ZAC,49456-2283,336.280.5693x3176,jbaez@example.net,Tier 2 - Standard,2018-12-29,2022-12-28,False,4.7
