patient_id,first_name,last_name,maternal_surname,date_of_birth,gender,curp,street_address,city,state,zip_code,email,plan_name,plan_code,policy_number,group_id,enrollment_date,is_active,annual_deductible,annual_out_of_pocket_max
P005376,Jonás,Escobar,Nevárez,1990-09-16,F,YETS891213MBCDMI05,Diagonal Sur Rosado 740 Interior 366,San Julia los bajos,MICH,87121-8381,wburgos@example.com,Standard,STD,POL17367585,,2023-11-02,True,3000,40000
P005377,Alma,Leiva,Huerta,2003-07-31,F,PASI630722MQOYPW07,"Circuito Puebla 121 Edif. 131 , Depto. 383",Vieja Bhután,SLP,01281-9013,german74@example.com,Elite,ELT,POL76317640,,2023-09-24,True,0,20000
P005378,José María,Merino,Rojas,1980-01-17,F,OICQ891013MDFGQI00,Boulevard Botswana 805 659,Vieja Reino Unido de Gran Bretaña e Irlanda del Norte,COL,35182-4344,nbetancourt@example.com,Essential,ESS,POL53149835,,2023-02-28,True,5000,50000
P005379,Luis,Suárez,Jaramillo,1971-12-05,M,FEOM541211MHGCNZ06,Continuación Nueva Zelandia 102 Interior 278,Puebla,PUE,50105,nayelimateo@example.org,Elite,ELT,POL94845912,GRP00307,2022-11-24,True,0,20000
P005380,Jaime,Armenta,Murillo,1987-03-16,M,EOCM871105HVZLXS06,Calle Macías 545 Interior 297,San Ángel de la Montaña,CHIH,40484,bertaperes@example.com,Standard,STD,POL63973756,GRP00418,2020-12-26,True,3000,40000
P005381,Aurelio,Verdugo,Rentería,1976-04-18,M,QALK800120MZSCCW06,Corredor Aguascalientes 142 411,San Ariadna de la Montaña,NAY,54226-2452,sevillajaime@example.com,Essential,ESS,POL77116460,GRP00229,2021-10-17,True,5000,50000
P005382,María Teresa,Tirado,Hidalgo,1958-01-05,M,UEZS240108MCMBPX07,Circunvalación Yucatán 195 916,San Juana los altos,ZAC,00991,esparta38@example.com,Elite,ELT,POL12429740,,2024-04-23,True,0,20000
P005383,Mariana,Orellana,Orellana,1986-02-20,M,YUON370906HGTSDV01,Diagonal Tejeda 595 Interior 166,Vieja Uganda,MICH,93341-7629,andrea63@example.org,Essential,ESS,POL92339901,GRP00133,2025-05-13,True,5000,50000
P005384,Gabino,Aragón,Montaño,1970-12-26,F,HAAX940511MVZHPJ00,"Diagonal Baja California 028 Edif. 097 , Depto. 533",Nueva China,GRO,67293,juanarascon@example.net,Premium,PRM,POL09346314,,2023-06-01,True,1500,30000
P005385,Enrique,Cabán,Miranda,1982-12-25,M,NUEA680203MJCHVC08,Privada Palau 374 Interior 558,San Micaela los altos,ZAC,69285,gaonajose-luis@example.net,Premium,PRM,POL15898108,GRP00478,2021-11-25,True,1500,30000
P005386,Miguel,Valdés,Zapata,2005-08-09,F,JEVP950114MHGTWV01,Ampliación Sur Barragán 809 Interior 490,Xalapa,VER,08045-7497,earce@example.net,Essential,ESS,POL53066515,,2021-11-25,True,5000,50000
P005387,Miguel Ángel,Martínez,Castillo,1967-12-25,M,IAWM200303MCCNWA01,Circuito Norte Caballero 702 Interior 597,Celaya,GTO,79205-4512,grobledo@example.com,Essential,ESS,POL10968583,GRP00401,2024-11-16,True,5000,50000
P005388,Reynaldo,Garica,Meraz,1988-07-16,F,BITU180207MVZNJWA2,Privada Santa Lucía 743 296,San Nicolás los bajos,SLP,87934-8585,jespinal@example.net,Essential,ESS,POL42807525,GRP00153,2021-12-15,True,5000,50000
P005389,Karla,Sierra,Cortez,1971-05-19,M,RILM230326HDGGVCA3,Privada Norte Noriega 151 Interior 674,Progreso,YUC,51998-2878,angelica85@example.net,Standard,STD,POL16686980,,2025-06-17,True,3000,40000
P005390,Flavio,Rodríguez,Patiño,1968-02-01,M,EUDS780217MCCJJI04,Continuación Guerrero 484 Interior 064,Mérida,YUC,14752-0706,fabiolahernadez@example.net,Premium,PRM,POL14301415,,2022-12-19,True,1500,30000
P005391,Perla,Lira,Zayas,1976-06-20,M,GOOY330914HQRVWJ04,"Periférico Córdova 831 Edif. 907 , Depto. 749",Valladolid,YUC,31935,cristal90@example.net,Standard,STD,POL53475326,,2021-11-13,True,3000,40000
P005392,Rubén,Gaytán,Villegas,1984-06-07,M,GUVZ160601HMCFFTA9,Circunvalación de la Torre 963 152,Vieja Granada,BCS,38040,mserrato@example.com,Standard,STD,POL43778688,GRP00325,2025-05-15,True,3000,40000
P005393,Carlota,Longoria,Fajardo,1953-02-26,F,KUXH040918HQRQQHA4,Eje vial República Dominicana 736 Interior 276,San Octavio los bajos,ZAC,90008,biancavillarreal@example.org,Premium,PRM,POL28636870,GRP00144,2020-08-17,True,1500,30000
P005394,Elias,Vásquez,de la O,1948-09-22,F,POPH700513HOCHXZ04,Avenida Sur Duarte 238 Interior 360,Guanajuato,GTO,24384,ialonzo@example.net,Essential,ESS,POL22068143,GRP00205,2025-07-15,True,5000,50000
P005395,Esteban,Muro,Casares,1956-10-31,M,GORC660308HMSRKM02,Retorno Chihuahua 022 Interior 946,San Octavio de la Montaña,CAMP,28785,victor67@example.net,Standard,STD,POL10279567,GRP00326,2020-12-08,True,3000,40000
P005396,María José,Vargas,Garay,1979-05-19,F,JOCE230122HMSXDXA7,Ampliación Panamá 593 058,San Nicolás los bajos,DGO,73718-7136,ecrespo@example.org,Premium,PRM,POL46845399,GRP00479,2023-05-17,True,1500,30000
P005397,Yeni,Leal,Páez,1987-05-30,F,VOGD391030MCLZZS00,"Calzada Barbados 131 Edif. 455 , Depto. 265",San Barbara los bajos,GRO,54787,maria-eugenia10@example.net,Standard,STD,POL49000317,,2025-05-15,True,3000,40000
P005398,Cristina,Soto,Almaraz,1994-06-06,F,VADR400512MNECHA08,Prolongación Sur Esparza 352 284,San Rufino los altos,DGO,11777,duarterodrigo@example.org,Standard,STD,POL22328731,,2021-12-27,True,3000,40000
P005399,René,Trujillo,Gamez,1946-03-20,M,DUAS710527MCSGMT03,"Cerrada Muro 232 Edif. 769 , Depto. 221",Guadalajara,JAL,29785-0497,rufino27@example.org,Essential,ESS,POL64306847,,2025-04-16,True,5000,50000
P005400,Martín,Ureña,Trejo,1985-06-04,F,XEKX710707MMCBYQ01,"Circuito Peres 894 Edif. 501 , Depto. 973",San Gabriela de la Montaña,CHIH,21320-6962,obarela@example.org,Standard,STD,POL81038772,,2025-03-19,True,3000,40000
P005401,Dalia,Tapia,Villegas,2002-07-13,M,DOWK260905MSPRJF07,Cerrada Sur Trejo 615 Interior 624,Tehuacán,PUE,33079,rodrigo88@example.org,Essential,ESS,POL35451917,,2021-08-21,True,5000,50000
P005402,Rosario,Dueñas,Olmos,1949-03-20,M,NAMK161217MNEFNIA3,Diagonal Nayarit 057 Interior 363,San Pablo de la Montaña,QROO,28326,eloy95@example.net,Essential,ESS,POL12759025,GRP00185,2025-05-20,True,5000,50000
P005403,Isabela,Rodríquez,Villa,1950-09-10,F,FUNE330701HGRKMX02,Prolongación Bétancourt 176 Interior 811,San Carla los altos,SLP,20697-9402,de-la-garzasantiago@example.org,Standard,STD,POL66536667,GRP00361,2023-03-14,True,3000,40000
P005404,Eric,Pulido,Torres,1981-03-09,F,GEOJ210810HBCSQX00,Callejón Ibarra 863 Interior 353,Mérida,YUC,60943,paolacastellanos@example.com,Standard,STD,POL19638643,GRP00039,2021-03-28,True,3000,40000
P005405,Jos,Venegas,Muñoz,1975-04-01,M,AAUQ511004MVZZRM04,Callejón Tirado 827 Interior 159,San Miguel Ángel de la Montaña,SIN,47400,ferreramalia@example.org,Standard,STD,POL74073683,,2022-04-08,True,3000,40000
P005406,Carlota,Zambrano,Trejo,2005-10-15,F,CEIB140903MYNQPWA4,Retorno Suecia 547 947,San Elsa de la Montaña,SLP,89725-9374,dde-la-garza@example.org,Essential,ESS,POL76832744,GRP00013,2021-11-19,True,5000,50000
P005407,Daniela,Porras,Carreón,1996-07-05,F,YODR141023HHGZVQA2,"Peatonal Norte Lozano 793 Edif. 502 , Depto. 310",Ensenada,BC,49924-8784,contrerasantonio@example.org,Essential,ESS,POL27160436,GRP00352,2024-09-17,True,5000,50000
P005408,Uriel,Escamilla,Mora,1973-02-20,F,UUFM530301HSRCBX01,"Diagonal Chiapas 680 Edif. 360 , Depto. 018",San Pedro Garza García,NL,09871,vnegron@example.net,Standard,STD,POL90308475,GRP00147,2021-09-13,True,3000,40000
P005409,Amanda,Fernández,Gaona,1974-12-26,F,KEFC871109MNEBRN08,"Pasaje Francia 924 Edif. 764 , Depto. 991",San Jacinto los altos,CAMP,04156-0120,qverduzco@example.org,Standard,STD,POL83171765,,2021-06-25,True,3000,40000
P005410,Carmen,Escamilla,Colunga,1941-02-26,M,AAMG501113MNELGN09,Boulevard República Democrática Popular Lao 582 468,San Pedro los bajos,OAX,29839-7919,xpina@example.net,Premium,PRM,POL15930616,GRP00297,2021-07-02,True,1500,30000
P005411,Gregorio,Jaimes,Aguilar,1998-06-09,M,HIKT641013MSPSHO00,Cerrada Congo 675 607,San Miriam de la Montaña,MICH,12401,gonzalo75@example.com,Premium,PRM,POL82382670,GRP00281,2023-01-27,True,1500,30000
P005412,Andrea,Vargas,Salas,1959-10-15,F,VAXJ880603MSLHKQ05,Viaducto Benin 614 Interior 707,San Bruno los altos,ZAC,81008,userna@example.com,Premium,PRM,POL06779096,GRP00372,2024-02-18,True,1500,30000
P005413,Eric,Carmona,de Jesús,1971-04-09,F,NARN160705MYNDRYA8,Circuito Maldivas 318 Interior 449,San Óscar los bajos,SON,42552-2827,ibarrahumberto@example.org,Premium,PRM,POL20906628,GRP00402,2023-10-27,True,1500,30000
P005414,Manuel,Cortés,Partida,1974-12-14,M,EUVH770620MHGGGQ03,"Viaducto Jalisco 404 Edif. 423 , Depto. 302",San Paola los bajos,CHIH,67494-3195,caridadcastro@example.net,Essential,ESS,POL60133403,GRP00131,2021-07-03,True,5000,50000
P005415,Uriel,Tapia,Zavala,1944-09-14,M,GIPE161029HTSTKRA1,"Circuito Sur Montez 638 Edif. 463 , Depto. 365",Irapuato,GTO,70910,rpichardo@example.org,Standard,STD,POL90332954,GRP00402,2021-05-20,True,3000,40000
P005416,Gilberto,Gómez,Méndez,1979-08-06,F,LEOM610722MBCKYX05,Callejón Hidalgo 965 354,Nueva Madagascar,TAMPS,81362,penriquez@example.net,Standard,STD,POL36611306,GRP00320,2023-08-25,False,3000,40000
P005417,Liliana,Barraza,Padrón,1983-11-24,M,RETO990906MASNKA02,Callejón Polonia 824 582,Valladolid,YUC,79995,valverdearmando@example.com,Standard,STD,POL31863544,GRP00153,2024-05-08,True,3000,40000
P005418,Mauricio,Santiago,Garrido,1954-08-05,M,DINP800319HQRDDU03,Circuito Norte Borrego 700 Interior 915,Nueva Libia,HGO,51953-8859,acunadebora@example.net,Essential,ESS,POL26209021,GRP00448,2024-11-21,True,5000,50000
P005419,Angélica,León,Perea,1966-06-19,M,JUTC971126HSLCMG06,Retorno China 559 787,San Ramiro los bajos,GRO,39899,pulidoandrea@example.com,Premium,PRM,POL05004514,GRP00082,2022-05-20,True,1500,30000
P005420,Rubén,Jáquez,Ledesma,1940-10-31,F,YESJ160428HCHXGPA1,Corredor Narváez 171 Interior 137,San Guillermo de la Montaña,QROO,26804,vanesaporras@example.org,Standard,STD,POL53100216,,2022-07-19,True,3000,40000
P005421,Carolina,Guevara,Domínguez,2006-07-29,F,OISJ670529MGRHSV01,Calle Norte Sáenz 117 Interior 618,San Asunción los altos,NAY,98461,concepcionacosta@example.net,Premium,PRM,POL25149206,,2023-12-18,True,1500,30000
P005422,Rosa,Cano,Fuentes,2005-12-28,F,OITK790319MSLJKP07,"Retorno Irán 986 Edif. 484 , Depto. 233",San Iván los bajos,CAMP,45606,luevanoisabel@example.com,Essential,ESS,POL79909440,GRP00131,2024-07-08,True,5000,50000
P005423,Daniela,Zepeda,Almanza,1982-04-19,F,AUOD530102MPLCVZ00,Calzada Chávez 375 Interior 100,San Manuel los altos,COAH,18277,bertahernandez@example.net,Standard,STD,POL82704390,GRP00445,2022-10-26,False,3000,40000
P005424,Gregorio,Benavides,Casárez,1995-03-24,F,MAGK780818HNLGWD02,Retorno Colima 680 779,Veracruz,VER,54763,sernaveronica@example.com,Essential,ESS,POL40867323,,2022-10-26,True,5000,50000
P005425,Elias,Mora,López,2005-10-30,F,KIJF140106MCMLLU00,Circunvalación Mauricio 831 Interior 962,San Mauricio de la Montaña,NAY,72833,esthercavazos@example.com,Essential,ESS,POL07914271,,2021-04-22,True,5000,50000
P005426,Perla,Ledesma,Orozco,1988-09-26,F,UUWX160728HBSDMQ05,Continuación Sur Bermúdez 378 Interior 550,San Guillermo de la Montaña,QROO,10417,jtellez@example.com,Premium,PRM,POL83545185,,2022-02-02,True,1500,30000
P005427,Inés,Olivera,Berríos,1950-07-13,M,LUXV870510MTCNBM00,"Boulevard Flores 760 Edif. 777 , Depto. 302",Guanajuato,GTO,55511-4345,zmendoza@example.net,Elite,ELT,POL75615194,,2024-01-06,True,0,20000
P005428,José Emilio,Rascón,Viera,1956-08-20,F,QOLD131101HQRBKK05,"Privada Marruecos 027 Edif. 504 , Depto. 387",San Raúl de la Montaña,CHIH,75317,lealursula@example.net,Premium,PRM,POL12789431,GRP00177,2024-11-01,True,1500,30000
P005429,Abelardo,Porras,Aparicio,1966-11-08,M,NOUA090818MTSTTVA2,"Peatonal Zambia 863 Edif. 386 , Depto. 094",Vieja Dominicana,CHIS,51691-9286,tsalinas@example.org,Premium,PRM,POL09509597,GRP00029,2022-10-07,True,1500,30000
P005430,Eric,Farías,Pelayo,2003-06-21,F,XERB101231HTSKYTA0,"Corredor Ortiz 134 Edif. 788 , Depto. 299",San Blanca los bajos,CHIS,48789,saavedrabenjamin@example.com,Essential,ESS,POL34022254,GRP00021,2021-12-20,True,5000,50000
P005431,Reina,Beltrán,Molina,1949-09-22,M,NUWD250218HZSVSFA6,Privada Nuevo León 216 158,San Óscar los bajos,ZAC,84106-3899,beatrizvaldes@example.net,Standard,STD,POL38662148,,2023-03-30,True,3000,40000
P005432,Conchita,Castro,Granado,1966-10-04,M,VAWV800518HTSNDN01,Avenida Azerbaiyán 771 Interior 781,San Judith de la Montaña,COAH,09132-9494,camila00@example.com,Standard,STD,POL81046666,,2025-03-27,True,3000,40000
P005433,Georgina,Dávila,Pichardo,1994-05-04,M,KOVB200724HJCNVOA8,Boulevard Colombia 615 539,Mexicali,BC,88575,fnavarrete@example.net,Premium,PRM,POL11102002,GRP00168,2021-01-06,True,1500,30000
P005434,María Cristina,Noriega,Villarreal,2003-10-05,M,BIKV880106MASZFX03,"Cerrada Peres 198 Edif. 388 , Depto. 628",Nueva San Vicente y las Granadinas,ZAC,66098-8240,manuel79@example.org,Premium,PRM,POL45292784,,2021-04-28,True,1500,30000
P005435,Vicente,Griego,Nava,1981-04-08,M,SUYI930829HMCGPL08,"Circunvalación Sur Calderón 577 Edif. 968 , Depto. 936",San Julio César los bajos,AGS,18471,ecarrillo@example.net,Premium,PRM,POL77875066,GRP00167,2022-08-19,True,1500,30000
P005436,Ignacio,Ontiveros,Olivas,1941-12-28,M,FAFV010923MHGBGKA1,Periférico Bahamas 974 752,San Luz los altos,HGO,02903,juliomadera@example.com,Standard,STD,POL06879887,GRP00088,2021-08-16,True,3000,40000
P005437,Anel,Mateo,Yáñez,1969-08-27,M,HEEP650324MASLZV09,Callejón Norte Fonseca 982 478,San Daniela de la Montaña,HGO,46428-9616,narvaezmariana@example.org,Essential,ESS,POL49712946,GRP00205,2024-10-04,True,5000,50000
P005438,Bruno,Garica,Gaitán,1946-06-17,M,AUUX650721HCLBSU02,"Circuito Norte Estévez 417 Edif. 635 , Depto. 235",San Camilo los bajos,MOR,39237,lsaucedo@example.com,Essential,ESS,POL20394370,,2023-10-07,True,5000,50000
P005439,Silvia,Alvarado,Holguín,1978-11-23,F,NOPQ070323MQOJJJA6,Ampliación Tamaulipas 888 Interior 702,Nueva Guyana,AGS,49875-7252,clara42@example.org,Premium,PRM,POL99423790,,2021-11-19,True,1500,30000
P005440,Dulce,Lozano,Lovato,1977-02-08,F,QIHO460210HCSDVY03,Callejón Senegal 943 Interior 036,San Pilar los bajos,HGO,12311,paulina07@example.com,Premium,PRM,POL58151633,GRP00398,2022-09-03,False,1500,30000
P005441,Rolando,Peralta,Tejada,1967-06-25,F,CEMG951217MPLBRA05,"Retorno Sur Rubio 106 Edif. 174 , Depto. 948",Vieja Congo,BCS,47853,lemusraquel@example.com,Essential,ESS,POL53768680,,2023-01-07,True,5000,50000
P005442,Clara,Marín,Montalvo,1986-05-14,M,ZAMH520424MNLPSU07,Corredor Baja California Sur 384 Interior 943,Ecatepec,MEX,35655,abel66@example.net,Elite,ELT,POL71727236,,2023-03-22,False,0,20000
P005443,Asunción,Yáñez,Villaseñor,1972-06-17,M,AEIV240201HTSBHOA5,Peatonal Países Bajos 058 Interior 269,San Enrique los altos,TAB,86548-2610,santiago90@example.org,Premium,PRM,POL61021663,GRP00455,2024-03-26,True,1500,30000
P005444,Amalia,Puente,Feliciano,1984-12-17,M,OEUQ370305MBCGHT07,Cerrada Lara 542 Interior 440,San José María los altos,GRO,52885-6445,jmenchaca@example.org,Premium,PRM,POL99813434,GRP00316,2021-01-22,True,1500,30000
P005445,Lucía,Urías,Valdés,1964-10-29,F,CAAY420517HMNYZW03,"Andador Sur Mayorga 633 Edif. 275 , Depto. 436",San Francisco Javier de la Montaña,AGS,42102,ksegura@example.org,Essential,ESS,POL32113316,,2022-12-15,True,5000,50000
P005446,Gabriel,Jáquez,Mares,1944-11-15,F,LOOR810408MSLLPT02,"Periférico Villaseñor 499 Edif. 934 , Depto. 309",Vieja Kenya,AGS,43033-8436,valdesirene@example.com,Standard,STD,POL78887533,,2023-12-14,False,3000,40000
P005447,Elvia,Palomo,Longoria,2001-04-19,M,HESE630902MOCHHD07,Eje vial Orozco 986 Interior 652,Vieja Nigeria,COL,48157-4721,orozcomauricio@example.com,Premium,PRM,POL84323133,GRP00108,2024-01-17,True,1500,30000
P005448,Flavio,Orozco,Acevedo,1964-10-28,M,YABU140704HNLHYK02,Eje vial Campeche 533 418,San Pedro Garza García,NL,60987-7337,dario54@example.net,Essential,ESS,POL18985683,GRP00125,2022-04-21,True,5000,50000
P005449,Norma,Cepeda,Pizarro,1986-11-27,M,SIQP640622HBCHBY01,"Boulevard Sur Ruelas 330 Edif. 066 , Depto. 653",Nueva Guyana,HGO,38246,canalesmagdalena@example.org,Essential,ESS,POL59586891,GRP00102,2023-01-16,True,5000,50000
P005450,Esmeralda,Pulido,Mora,1981-09-23,M,KIMT320422HCHVRA08,"Avenida Baja California 929 Edif. 972 , Depto. 114",San Anel los altos,DGO,30862-1147,jeronimo91@example.com,Essential,ESS,POL06334217,,2025-04-02,True,5000,50000
P005451,Alonso,Gallegos,Dueñas,1979-10-31,F,HUPJ540708MMCTKA03,Periférico Ballesteros 845 Interior 939,Guanajuato,GTO,29777-4966,reynososara@example.com,Premium,PRM,POL93090690,,2023-07-29,True,1500,30000
P005452,Anabel,Montañez,Montez,2004-08-13,F,HABX780723MSLKZF08,Prolongación Mascareñas 555 Interior 222,San Esteban los altos,QROO,92803-1610,solisleticia@example.net,Standard,STD,POL86172505,GRP00250,2024-02-21,True,3000,40000
P005453,Indira,Márquez,Vergara,1969-09-26,F,YIRR381220HMCXFI00,Periférico Norte Arroyo 206 Interior 020,Coatzacoalcos,VER,60924-0609,de-la-cruzjaqueline@example.net,Essential,ESS,POL82462164,GRP00198,2024-08-28,True,5000,50000
P005454,Lilia,Menéndez,Burgos,1997-04-24,F,TICZ150212MMNDMAA2,Pasaje Norte Cano 833 Interior 335,San Natividad de la Montaña,AGS,74746,ramonnelly@example.org,Essential,ESS,POL75516999,GRP00398,2020-11-26,True,5000,50000
P005455,Pilar,Fierro,Casas,1985-09-13,F,HEXO850221HNEXLY09,Continuación Zacatecas 928 554,Progreso,YUC,28458-8400,humbertotejeda@example.net,Standard,STD,POL50972098,GRP00314,2024-06-03,True,3000,40000
P005456,Miguel,Quintanilla,Murillo,1964-04-06,F,NEQA970504HQOGDE09,Eje vial Sur Narváez 390 823,Monterrey,NL,92832,gabriel58@example.com,Premium,PRM,POL72010478,,2024-12-08,True,1500,30000
P005457,Gabino,Anaya,Marroquín,1977-12-13,F,IUWL300217HSPPXM02,"Periférico Paraguay 594 Edif. 740 , Depto. 203",San Magdalena los bajos,CAMP,87127-8701,iveliz@example.com,Premium,PRM,POL56937663,,2024-06-13,True,1500,30000
P005458,Lorenzo,Padrón,de la Crúz,1973-11-16,M,QOAH600128MBSWWR09,"Callejón Finlandia 801 Edif. 930 , Depto. 620",Mérida,YUC,66454-6716,luis-miguelurrutia@example.com,Essential,ESS,POL94064227,,2025-06-07,True,5000,50000
P005459,Claudia,Olivares,Corona,1996-07-05,M,EANS990604HTSWDH02,"Retorno Orellana 193 Edif. 919 , Depto. 447",Guanajuato,GTO,68669,nataliaparra@example.org,Standard,STD,POL97105925,GRP00136,2023-12-17,True,3000,40000
P005460,Gonzalo,Ocampo,Vigil,1988-02-19,F,EEIV631212MTSHRK00,Periférico Rael 343 906,Nueva San Marino,SIN,87820,vanesa42@example.com,Essential,ESS,POL18871253,,2020-09-25,True,5000,50000
P005461,Luis,Toledo,Merino,1987-03-31,M,ZEKV211204MCHTGOA2,Periférico Jalisco 983 241,San Fidel los bajos,CHIH,17175,itzel20@example.net,Standard,STD,POL77730210,GRP00231,2022-09-12,True,3000,40000
P005462,Wilfrido,del Valle,Fierro,1979-01-11,F,BIST230415MNTQFO09,"Viaducto Niger 928 Edif. 034 , Depto. 940",Apodaca,NL,35033-5848,qnoriega@example.org,Premium,PRM,POL81307468,,2021-05-13,True,1500,30000
P005463,Martín,Adame,Archuleta,1975-04-21,F,JOXV690420HTSTMA06,Andador Tamaulipas 309 573,Nezahualcóyotl,MEX,69780-2811,urenarocio@example.net,Essential,ESS,POL84578458,,2020-10-04,True,5000,50000
P005464,Judith,Villa,Delgado,1976-10-05,F,UAAX230423MCSFBN02,Viaducto Coahuila de Zaragoza 668 Interior 151,San Luis Miguel los bajos,COAH,20154,patriciocolunga@example.org,Standard,STD,POL32725117,GRP00079,2021-03-18,False,3000,40000
P005465,Hernán,Escamilla,Marroquín,1952-09-30,M,LUMS890527HCCWWD03,Andador Sur Luevano 462 760,Nueva Sudáfrica,CAMP,73021,qcaballero@example.com,Premium,PRM,POL95849685,GRP00100,2020-08-01,True,1500,30000
P005466,Zoé,Mojica,Cazares,1958-06-14,F,VIIC550206HGRLHE08,"Retorno Sur Garay 641 Edif. 234 , Depto. 219",San Mercedes de la Montaña,OAX,89323-3753,tejadacesar@example.org,Standard,STD,POL25697430,,2022-05-20,True,3000,40000
P005467,Ilse,Jurado,Haro,1988-04-29,M,ZUFZ531116HYNHYK05,Periférico Pedroza 811 995,San Lourdes de la Montaña,CAMP,30115-7620,teodorocardenas@example.org,Standard,STD,POL82895857,,2022-03-18,True,3000,40000
P005468,Germán,Santacruz,Vázquez,1993-02-25,M,GUNP010103MTSSRWA0,"Cerrada Sur Ramírez 550 Edif. 571 , Depto. 496",San Rosa los bajos,COAH,83443-0380,erodrigez@example.org,Standard,STD,POL22468705,GRP00265,2023-03-19,True,3000,40000
P005469,Abigail,Ulloa,Mata,1977-09-06,F,KUXO600408HCHVYP04,Circunvalación Baja California Sur 477 Interior 327,Apodaca,NL,02071,leyvamonica@example.org,Essential,ESS,POL42245967,GRP00422,2022-08-11,True,5000,50000
P005470,Daniela,Gallardo,Carrera,1983-06-12,F,GEPU211014MMSSGW02,Andador San Luis Potosí 121 Interior 742,Monterrey,NL,15486-7024,hparra@example.net,Standard,STD,POL38575327,GRP00476,2022-10-05,True,3000,40000
P005471,Leonardo,Madrid,Escobedo,1976-08-22,M,HOCK390411HSRMCP02,Calle México 354 211,San Horacio los bajos,TLAX,52433,eduardopelayo@example.com,Premium,PRM,POL94608960,GRP00198,2024-05-06,True,1500,30000
P005472,Lorenzo,Gaona,Toledo,1979-12-19,M,VUEW080423HYNMZSA3,Calle Sur Concepción 484 Interior 464,Ciudad de México,CDMX,49829-3820,jacoboreynoso@example.org,Standard,STD,POL82450466,,2021-09-23,False,3000,40000
P005473,Yeni,Valdés,Morales,1950-03-18,F,CEYE321220MQOYFX02,Eje vial Chiapas 090 Interior 849,San Martín Texmelucan,PUE,51643-0043,fcasanova@example.net,Standard,STD,POL38522051,GRP00433,2021-07-07,True,3000,40000
P005474,Fabiola,Alba,Robles,1952-04-04,F,FAZL391120HQOLNX03,"Callejón Pizarro 266 Edif. 370 , Depto. 822",San Juana los bajos,COAH,51575-4503,de-la-torreleonel@example.org,Essential,ESS,POL87239405,,2024-09-22,True,5000,50000
P005475,Cristian,Baeza,Ramos,1988-01-29,M,LABQ230701MCMCPC06,Pasaje Mongolia 975 486,San Yolanda los altos,CHIH,41840,ivanegas@example.net,Essential,ESS,POL82733942,GRP00278,2022-12-24,True,5000,50000
P005476,Eugenio,Tamez,Tovar,1959-01-06,F,YUYZ121214HHGMXJA9,Pasaje República Democrática Popular Lao 661 Interior 117,San Bianca de la Montaña,MOR,70147-7495,mariana93@example.org,Standard,STD,POL72997747,GRP00304,2021-10-27,True,3000,40000
P005477,Noelia,Gutiérrez,Venegas,1999-06-30,M,OANA100212MYNZZCA9,Pasaje Hidalgo 476 Interior 551,Nueva Yemen,MICH,76318-5125,magdalenacorrales@example.net,Standard,STD,POL65162932,,2025-06-27,True,3000,40000
P005478,Gabriel,Jiménez,Lucero,1977-11-05,M,PAHY651209HOCHHH04,Callejón Norte de la Fuente 907 840,Valladolid,YUC,07563,hernandezhilda@example.net,Essential,ESS,POL39671003,GRP00314,2024-07-27,True,5000,50000
P005479,Dulce,Cardona,Pabón,2007-03-23,M,YAVD240822MCCCPF06,Privada Querétaro 767 019,Coatzacoalcos,VER,98087,wquesada@example.com,Standard,STD,POL69392561,,2021-01-06,True,3000,40000
P005480,Lourdes,Irizarry,Corral,1992-09-22,F,DOFB180620MBCHSYA1,"Circunvalación Eslovaquia 740 Edif. 167 , Depto. 874",San Noemí de la Montaña,SON,88902-2537,lrivas@example.org,Essential,ESS,POL39369304,GRP00082,2020-09-22,True,5000,50000
P005481,Abril,Griego,Zelaya,1993-03-24,M,CUYT820109MCLTVN04,Diagonal Robles 741 Interior 954,San Yuridia los bajos,NAY,82568,jorge16@example.org,Essential,ESS,POL29374579,GRP00088,2022-07-28,True,5000,50000
P005482,María Eugenia,Santillán,Carranza,1998-08-24,M,LOHN450220MNTQZV05,"Prolongación Vanuatu 899 Edif. 940 , Depto. 080",Vieja Malawi,QROO,41963-6133,citlali42@example.net,Premium,PRM,POL88494977,,2021-03-15,True,1500,30000
P005483,Evelio,Puente,Lozano,2001-04-09,M,YOFQ470327MMCQZV00,"Privada Norte Samaniego 762 Edif. 495 , Depto. 980",Mexicali,BC,08549,jonas43@example.com,Premium,PRM,POL13891874,GRP00199,2023-04-23,True,1500,30000
P005484,Zacarías,Farías,Casárez,1990-06-03,M,QOCZ271208HHGRKL08,"Eje vial Zedillo 428 Edif. 039 , Depto. 474",Vieja Georgia,OAX,50338,bgonzalez@example.org,Standard,STD,POL96924809,GRP00412,2021-02-11,True,3000,40000
P005485,Eugenia,Soliz,Narváez,1999-07-06,M,CEVP401021HTSMNJ08,Cerrada Baja California Sur 828 Interior 246,San Pilar los bajos,HGO,61238,juan-carlos19@example.org,Elite,ELT,POL20222602,GRP00487,2022-03-29,True,0,20000
P005486,Carlota,Vera,Alva,1995-05-31,M,AEBX841202HMCTXT02,Andador Casares 773 959,Guadalajara,JAL,28200-6783,vicente61@example.com,Essential,ESS,POL21037613,GRP00311,2023-04-03,True,5000,50000
